[0.0, -1.0, -1.2, 1.0]
[1.0, -0.6, -1.2, 1.0]
[2.0, -0.2, -1.2, 1.0]
too close to 5 
[4.0, 0.6, -1.2, 1.0]
too close to 3 
[6.0, -0.2, -0.6, 1.0]
[7.0, -0.6, -0.3, 1.0]
[8.0, -1.0, 0.0, 1.0]
[9.0, -0.6, 0.0, 1.0]
[10.0, -0.2, 0.0, 1.0]
[11.0, 0.2, 0.0, 1.0]
[12.0, 0.6, 0.0, 1.0]
