[0.0, 0.0, 0.0, 3.14]
too close to 5 
too close to 7 
too close to 8 
too close to 6 
too close to 1 
too close to 4 
too close to 2 
too close to 3 
[9.0, 0.75, 0.0, 0.9]
[10.0, -0.75, 0.0, 0.9]
[11.0, 0.0, 0.75, 0.9]
[12.0, 0.0, -0.75, 1.9]
