0,30
1,40
2,11
3,42
4,48
5,45
6,39
7,13
8,44
9,3
10,32
11,4
12,46
13,23
14,20
15,47
16,28
17,35
18,17
19,34
20,14
21,10
22,6
23,1
24,0
