Experiment start
robot 0 0.3081682485627294
robot 0 0.30870214472163693
robot 0 0.3088260257123897
robot 0 0.30950550178673497
robot 0 0.309658622711673
robot 0 0.3098263096562079
robot 0 0.31011161801370457
robot 0 0.31077996776572403
robot 0 0.3106178073227053
robot 0 0.3113143437153668
robot 0 0.31160859690568576
robot 0 0.31096918334732176
robot 0 0.311759280089441
robot 0 0.31259902912921167
robot 0 0.3124936004727963
robot 0 0.3130362812883522
robot 0 0.3138321635470121
robot 0 0.3136898714962635
robot 0 0.31300601396831407
robot 0 0.3131673460061665
robot 0 0.31354696347391475
robot 0 0.31496132814832917
robot 0 0.31430732504520187
robot 0 0.31459470986178895
robot 0 0.314621220158558
robot 0 0.31516339933040494
robot 0 0.3152119339904758
robot 0 0.31577043351251327
robot 0 0.3156556602548782
robot 0 0.315793074041006
robot 0 0.31546355521996866
robot 0 0.3159443130603295
robot 0 0.3160050833410756
robot 0 0.31678575460342073
robot 0 0.3165924885541761
robot 0 0.31693160464858244
robot 0 0.3173454556928548
robot 0 0.3170044127232833
robot 0 0.3174388978134742
robot 0 0.3166527730711628
robot 0 0.3172483216693924
robot 0 0.3169308698815279
robot 0 0.3175672908342408
robot 0 0.3179036067701553
robot 0 0.31746840014696437
robot 0 0.3182839527099684
robot 0 0.31851666125770145
robot 0 0.3188028684865202
robot 0 0.31799258664011787
robot 0 0.31850384022834977
robot 0 0.31810211263962734
robot 0 0.3182136119637614
robot 0 0.31850884673727214
robot 0 0.31821396527315216
robot 0 0.31784693395665836
robot 0 0.31776400278045747
robot 0 0.3179015893824901
robot 0 0.3178459855566471
robot 0 0.3171529578065532
robot 0 0.3169136701628104
robot 0 0.3177547263869328
robot 0 0.3168930343311821
robot 0 0.31714153843083986
robot 0 0.3175805674535057
robot 0 0.3170128026152467
robot 0 0.3168304074129066
robot 0 0.3173861877342241
robot 0 0.3172348101632942
robot 0 0.31668746795380176
robot 0 0.3168042254304237
robot 0 0.3161155567392528
robot 0 0.31562086726871746
robot 0 0.3160357679903334
robot 0 0.31530692504443925
robot 0 0.315901337059738
robot 0 0.31560090355836024
robot 0 0.3158164187345618
robot 0 0.3149768636797986
robot 0 0.3149635603477102
robot 0 0.31481778565675006
robot 0 0.3137672507110876
robot 0 0.3140466415772001
robot 0 0.31368438354234374
robot 0 0.31282469514596306
robot 0 0.31259636050053996
robot 0 0.31216967321985134
robot 0 0.3118616365917351
robot 0 0.3115620352242383
robot 0 0.31089899205035826
robot 0 0.31055376758855696
robot 0 0.3092526588461729
robot 0 0.30841648720447423
robot 0 0.3075310102457898
robot 0 0.30633390401566407
robot 0 0.30572196621380876
robot 0 0.30528584278689747
robot 0 0.30449727269747445
robot 0 0.3043588245565403
robot 0 0.30362304080898217
robot 0 0.30287951358060594
robot 0 0.30215851954388667
robot 0 0.30208512908400975
robot 0 0.3023875227348663
robot 0 0.3013534800352859
robot 0 0.3006843533613363
robot 0 0.2983646344056748
robot 0 0.2984082403086172
robot 0 0.29716142570222376
robot 0 0.2971742159446217
robot 0 0.29626553872511524
robot 0 0.2950279073947717
robot 0 0.2950999086147975
robot 0 0.2945948043679692
robot 0 0.2937098285638112
robot 0 0.2935538726783261
robot 0 0.2917766549764868
robot 0 0.29196384580631496
robot 0 0.2908389358474784
robot 0 0.2904665989432823
robot 0 0.2895018739130455
robot 0 0.28915397225443873
robot 0 0.28847420649176847
robot 0 0.2883737809576794
robot 0 0.28655424206341756
robot 0 0.28686592660637916
robot 0 0.2857420633788407
robot 0 0.28514133344130377
robot 0 0.2851027370070141
robot 0 0.28439862733224575
robot 0 0.2837111814948344
robot 0 0.28278776666186434
robot 0 0.28212205637257254
robot 0 0.28147639353410064
robot 0 0.28085482280289603
robot 0 0.2807468015055001
robot 0 0.28013292103893533
robot 0 0.2791295527638061
robot 0 0.27845550373085715
robot 0 0.2785355020382699
robot 0 0.27709502617409226
robot 0 0.2765447155616926
robot 0 0.27579676581467566
robot 0 0.2745548834381378
robot 0 0.27384007294159074
robot 0 0.2725299642288118
robot 0 0.2723004087626548
robot 0 0.271865668853874
robot 0 0.2712236338179729
robot 0 0.27123688545272306
robot 0 0.27064609128781936
robot 0 0.2696177079604705
robot 0 0.26925524846285215
robot 0 0.2684689763900187
robot 0 0.2683340306393543
robot 0 0.2684375877892185
robot 0 0.2670667087044079
robot 0 0.26677211858948696
robot 0 0.26649045249484854
robot 0 0.2660354527267607
robot 0 0.2657876230126524
robot 0 0.26432985379115786
robot 0 0.265013506943516
robot 0 0.2645123610147236
robot 0 0.2640197256152676
robot 0 0.2638515112864533
robot 0 0.2634008522078243
robot 0 0.2623567927649268
robot 0 0.2625773969838413
robot 0 0.26204156808279966
robot 0 0.26164060726570143
robot 0 0.26156144914282603
robot 0 0.2610535152919078
robot 0 0.26114963012461484
robot 0 0.2609933396063377
robot 0 0.26098721782301343
robot 0 0.2608826523741258
robot 0 0.2603510715552205
robot 0 0.2603956389944154
robot 0 0.26007281514904873
robot 0 0.2596869603095096
robot 0 0.2596652139569831
robot 0 0.25977032071001394
robot 0 0.2599752347443752
robot 0 0.25938809123338574
robot 0 0.2597087646640732
robot 0 0.2602683352454364
robot 0 0.2598209589522583
robot 0 0.259561473880174
robot 0 0.2595803073550669
robot 0 0.260425674778796
robot 0 0.26013464975004374
robot 0 0.25944664640541437
robot 0 0.259742739536435
robot 0 0.259560281680326
robot 0 0.25985821864109704
robot 0 0.2591651962871266
robot 0 0.25999291248250783
robot 0 0.25983147164361037
robot 0 0.2597936040790718
robot 0 0.2609771819473519
robot 0 0.2609040982311375
robot 0 0.2608796830258253
robot 0 0.26085686148280773
robot 0 0.2613558442951948
robot 0 0.26088784674862625
robot 0 0.26189502985328267
robot 0 0.26194566807359454
robot 0 0.2625255807706295
robot 0 0.2621552392801415
robot 0 0.2632527824997916
robot 0 0.2629091397388909
robot 0 0.26351093715064333
robot 0 0.26365952819888533
robot 0 0.26444603564376923
robot 0 0.26415724328005347
robot 0 0.2643058950637437
robot 0 0.2650446593911399
robot 0 0.26531529141531235
robot 0 0.2665920243859459
robot 0 0.2663068394169313
robot 0 0.2671096256042897
robot 0 0.2674844464762727
robot 0 0.26777248448334284
robot 0 0.26808866668862386
robot 0 0.26873993151183134
robot 0 0.2690753196099289
robot 0 0.2699727959390201
robot 0 0.27044487517143295
robot 0 0.2710898139119772
robot 0 0.2715767687703575
robot 0 0.2722551742753078
robot 0 0.2722000181687907
robot 0 0.2730897927143841
robot 0 0.27399093664007423
robot 0 0.27418801515692803
robot 0 0.2751152737679594
robot 0 0.27684954378060533
robot 0 0.2778280409446761
robot 0 0.27790110725821576
robot 0 0.2784329141911457
robot 0 0.2784047564048271
robot 0 0.27957157229835494
robot 0 0.27999076412611207
robot 0 0.2805795086777504
robot 0 0.28164457515382413
robot 0 0.2814959178579329
robot 0 0.2822941994639738
robot 0 0.28342201601323114
robot 0 0.28408429543823477
robot 0 0.2850986078419256
robot 0 0.286233401698871
robot 0 0.2857757706089245
robot 0 0.28736848703318335
robot 0 0.2876622690725016
robot 0 0.2883972608278841
robot 0 0.28869391942099376
robot 0 0.28920624015262686
robot 0 0.289346193612183
robot 0 0.290092202482041
robot 0 0.29050007273019907
robot 0 0.29127692211008754
robot 0 0.29208387590778145
robot 0 0.29291751829778456
robot 0 0.2929024671901485
robot 0 0.2931258597842193
robot 0 0.2944103248221509
robot 0 0.29421979399545073
robot 0 0.2949077104742239
robot 0 0.2949460172887528
robot 0 0.2958888476863756
robot 0 0.2959758624811091
robot 0 0.2966758940722789
robot 0 0.29760887472743036
robot 0 0.2991791626949491
robot 0 0.299836488846377
robot 0 0.29991330892465656
robot 0 0.30035902914331125
robot 0 0.3014669235140606
robot 0 0.3016967204562599
robot 0 0.3020742576497815
robot 0 0.3024561575918884
robot 0 0.3033694651687937
robot 0 0.30311665178792796
robot 0 0.3036681324922481
robot 0 0.3036869242345478
robot 0 0.3050663566664112
robot 0 0.3050018141861567
robot 0 0.30573235186852254
robot 0 0.30580397762389866
robot 0 0.3062589983954104
robot 0 0.306837673851422
robot 0 0.30702709670378914
robot 0 0.30705264020021195
robot 0 0.3071791989007657
robot 0 0.30754059551877366
robot 0 0.3070274983541565
robot 0 0.30742393765420434
robot 0 0.30723202407886
robot 0 0.30761258564801763
robot 0 0.30814265112510947
robot 0 0.3086680777859668
robot 0 0.3079054233335324
robot 0 0.3081517934156529
robot 0 0.3087113660169274
robot 0 0.30864774479020185
robot 0 0.3088924204625955
robot 0 0.30817430733634277
robot 0 0.3087931821538434
robot 0 0.30874236128351923
robot 0 0.30872176820119424
robot 0 0.3093781722124385
robot 0 0.3093857261382226
robot 0 0.3097423503156703
robot 0 0.30910175429411574
robot 0 0.30948831370178603
robot 0 0.3091965433131228
robot 0 0.3096243490784317
robot 0 0.3097208399642798
robot 0 0.3091484516697463
robot 0 0.3089104717286663
robot 0 0.3086774489651742
robot 0 0.30882366321275384
robot 0 0.30902943482322015
robot 0 0.3084683947857365
robot 0 0.30864053348089604
robot 0 0.30846751796098015
robot 0 0.30844493590006233
robot 0 0.30830096628902864
robot 0 0.30823728762809777
robot 0 0.3085758369958281
robot 0 0.30780528771228005
robot 0 0.30798818279278517
robot 0 0.3068661947658517
