Experiment start
robot 1 0.3081682485627294
robot 1 0.30822587172623045
robot 1 0.30882602469936626
robot 1 0.30998142585463134
robot 1 0.30965846957635235
robot 1 0.3098263096562079
robot 1 0.31011161801370457
robot 1 0.3103556489727097
robot 1 0.31103810844697266
robot 1 0.3108405841068403
robot 1 0.31160859690568576
robot 1 0.3114420069591282
robot 1 0.3117592779683667
robot 1 0.31212721947545335
robot 1 0.312964860130095
robot 1 0.31224516570279537
robot 1 0.3135871167763105
robot 1 0.3132795778370731
robot 1 0.3136898714962635
robot 1 0.3134750244192928
robot 1 0.3132571267983772
robot 1 0.3134550856605941
robot 1 0.3143985700443918
robot 1 0.31487239898109104
robot 1 0.3141281136369199
robot 1 0.3150870646843442
robot 1 0.31505680811050135
robot 1 0.31485878143973806
robot 1 0.31577043351251327
robot 1 0.316118516519791
robot 1 0.315793074041006
robot 1 0.3153404499549137
robot 1 0.3160709356228628
robot 1 0.31600493136637114
robot 1 0.3161946512214152
robot 1 0.3171850061240542
robot 1 0.31693160464858244
robot 1 0.3168895039390641
robot 1 0.3170044127232833
robot 1 0.3174388932651853
robot 1 0.3171061761928982
robot 1 0.3167958540963186
robot 1 0.3173823860154257
robot 1 0.31711673680139624
robot 1 0.3177434305864428
robot 1 0.3182435096703532
robot 1 0.31767067926361353
robot 1 0.31851666125770145
robot 1 0.3190743142963043
robot 1 0.31799258664011787
robot 1 0.3179824861859029
robot 1 0.318062499654495
robot 1 0.31854196851999894
robot 1 0.3177747516795737
robot 1 0.31850884673727214
robot 1 0.31821396527315216
robot 1 0.31784693395665836
robot 1 0.31819762654064543
robot 1 0.31746971431369675
robot 1 0.3178459919813373
robot 1 0.31758232367912487
robot 1 0.3169136701628104
robot 1 0.3173277784755322
robot 1 0.3175348122425061
robot 1 0.31692195330386813
robot 1 0.3171584817921006
robot 1 0.3174329181498731
robot 1 0.31664100951549784
robot 1 0.3169219787682662
robot 1 0.31747001214033066
robot 1 0.31733888993644943
robot 1 0.31615172087085874
robot 1 0.3162827787137277
robot 1 0.31586739801106983
robot 1 0.3157864812096832
robot 1 0.31530692504443925
robot 1 0.315901337059738
robot 1 0.3154543945086304
robot 1 0.3158164187345618
robot 1 0.3149768636797986
robot 1 0.3149635603477102
robot 1 0.3145515460736699
robot 1 0.31443036454027085
robot 1 0.3140466415772001
robot 1 0.3132938458388047
robot 1 0.3132128767512785
robot 1 0.31287596535338486
robot 1 0.312169797021958
robot 1 0.3115767264140618
robot 1 0.31118129437085795
robot 1 0.3112777226853577
robot 1 0.3102602641915759
robot 1 0.30954933413765695
robot 1 0.30932217737010786
robot 1 0.30841648720447423
robot 1 0.3079148350087878
robot 1 0.3076519333448471
robot 1 0.3075310102457898
robot 1 0.3070068440753235
robot 1 0.3058617481802372
robot 1 0.30572196621380876
robot 1 0.3049298303393335
robot 1 0.3048515279441321
robot 1 0.30403610886251664
robot 1 0.3035984338279134
robot 1 0.30322732232152994
robot 1 0.302141514581678
robot 1 0.302096063997497
robot 1 0.30204712142579104
robot 1 0.3013534800352859
robot 1 0.30102030202055885
robot 1 0.2996827592068588
robot 1 0.2986954090762486
robot 1 0.29773355970155196
robot 1 0.29746165658094376
robot 1 0.29687997335165567
robot 1 0.2965862712974757
robot 1 0.29538385459746924
robot 1 0.29442632837058225
robot 1 0.2945948043679692
robot 1 0.2937098285638112
robot 1 0.293553861293226
robot 1 0.2920811463088771
robot 1 0.29129245498824513
robot 1 0.29188183423458425
robot 1 0.2897176445942054
robot 1 0.28995921249518597
robot 1 0.2887760682298989
robot 1 0.28876232411117986
robot 1 0.28799165468409105
robot 1 0.28732258838128755
robot 1 0.28648020070976904
robot 1 0.2858516152101164
robot 1 0.28502747344951895
robot 1 0.28510272478125626
robot 1 0.2843986396128526
robot 1 0.2834437617594698
robot 1 0.2830525653967759
robot 1 0.2825210552860934
robot 1 0.2810759242115588
robot 1 0.28085482280289603
robot 1 0.2804920440161286
robot 1 0.2801329083916421
robot 1 0.2795361291648575
robot 1 0.2782928523374553
robot 1 0.2782926863379077
robot 1 0.277334770568324
robot 1 0.2765447155616926
robot 1 0.27579676581467566
robot 1 0.27463441405434297
robot 1 0.2743285380724692
robot 1 0.2736395753459915
robot 1 0.2725299642288118
robot 1 0.2720839401109036
robot 1 0.271865668853874
robot 1 0.2714340609814518
robot 1 0.27102883216127405
robot 1 0.2706460778262648
robot 1 0.2698192477010381
robot 1 0.2694536707780189
robot 1 0.2689044426457551
robot 1 0.26789761279230473
robot 1 0.26824863752225
robot 1 0.2672530791395
robot 1 0.2667721048249311
robot 1 0.26649045249484854
robot 1 0.2660354665825698
robot 1 0.26561568614675796
robot 1 0.26494466291063
robot 1 0.26456553814384315
robot 1 0.2643508140378739
robot 1 0.26401967749344873
robot 1 0.26385155838012114
robot 1 0.26355000434962705
robot 1 0.26281119753574145
robot 1 0.2626814497532679
robot 1 0.2627166005530343
robot 1 0.26204156808279966
robot 1 0.2619662623662268
robot 1 0.2612326915784104
robot 1 0.2615136293962803
robot 1 0.26056518593866235
robot 1 0.2611133096085466
robot 1 0.26087154236380994
robot 1 0.26041878488018544
robot 1 0.26092380437868096
robot 1 0.2603956389944154
robot 1 0.25997165054051075
robot 1 0.2596869457274514
robot 1 0.25975949530446407
robot 1 0.2596804437610346
robot 1 0.2599752347443752
robot 1 0.25994015491123157
robot 1 0.25915882299360077
robot 1 0.25979714082298344
robot 1 0.2603633809812963
robot 1 0.2601009597690459
robot 1 0.2601144843474943
robot 1 0.2598938579175363
robot 1 0.2606633549400177
robot 1 0.25944663001340423
robot 1 0.259742739536435
robot 1 0.259560281680326
robot 1 0.25985821864109704
robot 1 0.2591651962871266
robot 1 0.25999291248250783
robot 1 0.2598314567666098
robot 1 0.2597686426161735
robot 1 0.2601788101920226
robot 1 0.2600680632841474
robot 1 0.2609771819473519
robot 1 0.26141951903190513
robot 1 0.2609040982311375
robot 1 0.2608757603499122
robot 1 0.26085686148280773
robot 1 0.2613558442951948
robot 1 0.2613649560126256
robot 1 0.26141798390381066
robot 1 0.26194566807359454
robot 1 0.2625255807706295
robot 1 0.2626318238644384
robot 1 0.2627482959918032
robot 1 0.26290915460640624
robot 1 0.2635467987716102
robot 1 0.26365952819888533
robot 1 0.2644016844993466
robot 1 0.26463196000236655
robot 1 0.2643571529234453
robot 1 0.264516023461747
robot 1 0.26531529141531235
robot 1 0.2665920243859459
robot 1 0.2663730850458064
robot 1 0.26710964034468776
robot 1 0.26741079764233194
robot 1 0.26777248448334284
robot 1 0.26808866668862386
robot 1 0.26882253466529143
robot 1 0.26907530494976833
robot 1 0.2698838090964938
robot 1 0.27044487517143295
robot 1 0.2711851381276523
robot 1 0.2714782266802872
robot 1 0.2718896355775636
robot 1 0.2723041542729326
robot 1 0.27298345316882083
robot 1 0.2741010401984537
robot 1 0.2745371995511718
robot 1 0.2746528405926266
robot 1 0.27559183248354985
robot 1 0.276093078979383
robot 1 0.27672160108021243
robot 1 0.2773692735468741
robot 1 0.2783589981347438
robot 1 0.2784329141911457
robot 1 0.2790010177707639
robot 1 0.2789732586011933
robot 1 0.280136734915254
robot 1 0.2805795086777504
robot 1 0.28119203453572816
robot 1 0.2823984368316264
robot 1 0.2822941994639738
robot 1 0.28281010126612954
robot 1 0.2842514163321747
robot 1 0.2849279829677551
robot 1 0.28596302660525397
robot 1 0.2864847925460707
robot 1 0.28692660621328453
robot 1 0.28784551630667615
robot 1 0.28795774009058894
robot 1 0.28913230979839816
robot 1 0.2890143737176924
robot 1 0.2895409922662847
robot 1 0.2903280383090156
robot 1 0.2902675038613752
robot 1 0.29107309762612743
robot 1 0.2918611916694267
robot 1 0.2927085330968083
robot 1 0.2933299332102702
robot 1 0.2933407013967348
