[0.0, -0.25, 2.0, 4.073185307179586]
[1.0, -1.0, 1.75, 5.863185307179586]
[2.0, 0.25, 1.5, 5.5231853071795864]
[3.0, -0.25, 0.75, 6.233185307179586]
[4.0, -1.0, 0.5, 0.13]
[5.0, 0.25, 0.25, 0.41]
[6.0, -0.25, 0.0, 4.303185307179586]
[7.0, -1.0, -0.25, 5.753185307179586]
[8.0, -0.75, -0.5, 0.57]
