[0.0, 0.75, 1.0, 3.14]
[1.0, 0.5, 0.5, 5.283185307179586]
[2.0, -0.5, -0.5, 0.0]
[3.0, -0.1, -0.1, 1.0]
[4.0, -1.0, -1.0, 0.0]
[5.0, -0.5, 0.5, 1.0]
[6.0, 0.5, -0.5, 5.283185307179586]
[7.0, 0.25, 0.25, 3.143185307179586]
[8.0, -0.25, 0.8, 2.5]
[9.0, 0.75, -0.1, 4.783185307179586]
